species,family,movement_keyword,r_fin,kfin,geog_range,order,class,length,demers_pelag,diet_troph3,iucn_category,homerange,common_name,genus
Caranx crysos,Carangidae,habitat_coastal,0.710864347,18701.45839,3710000,Carangiformes,Actinopteri,70,reef-associated,4.13,LC,0.021204,Blue runner,Caranx
Caranx hippos,Carangidae,habitat_reef,0.871413741,22718.78796,5142500,Carangiformes,Actinopteri,124,reef-associated,3.56,LC,NA,Crevalle jack,Caranx
Caranx ignobilis,Carangidae,habitat_reef,0.422004473,47191.5377,13842500,Carangiformes,Actinopteri,170,reef-associated,4.22,LC,0.0043,Giant trevally,Caranx
Caranx ignobilis,Carangidae,habitat_reef,0.422004473,47191.5377,13842500,Carangiformes,Actinopteri,170,reef-associated,4.22,LC,0.0528,Giant trevally,Caranx
Caranx ignobilis,Carangidae,habitat_reef,0.422004473,47191.5377,13842500,Carangiformes,Actinopteri,170,reef-associated,4.22,LC,0.492,Giant trevally,Caranx
Caranx rhonchus,Carangidae,habitat_coastal,0.643120381,19231.55152,1315000,Carangiformes,Actinopteri,60,benthopelagic,6.22E-04,LC,NA,False scad,Caranx
Caranx ruber,Carangidae,habitat_reef,0.824246729,95.90817563,2530000,Carangiformes,Actinopteri,73,reef-associated,4.28,LC,NA,Bar jack,Caranx
Caranx sexfasciatus,Carangidae,habitat_reef,0.730946249,273.4482874,11302500,Carangiformes,Actinopteri,120,reef-associated,4.5,LC,NA,Bigeye trevally,Caranx
Chloroscombrus chrysurus,Carangidae,habitat_coastal,0.817300368,60228.06537,4080000,Carangiformes,Actinopteri,65,pelagic-neritic,3.54,LC,NA,Atlantic bumper,Chloroscombrus
Chloroscombrus orqueta,Carangidae,habitat_coastal,0.883662012,6174.469341,775000,Carangiformes,Actinopteri,30,benthopelagic,2.54,LC,NA,Pacific bumper,Chloroscombrus
Decapterus macrosoma,Carangidae,pelagic,1.339773422,3202.233997,14297500,Carangiformes,Actinopteri,35,reef-associated,5.87E-04,LC,NA,Shortfin scad,Decapterus
Decapterus maruadsi,Carangidae,pelagic,1.47971252,146120.1126,9375000,Carangiformes,Actinopteri,30,reef-associated,5.87E-04,LC,NA,Japanese scad,Decapterus
Decapterus russelli,Carangidae,pelagic,1.232939226,363773.9984,11902500,Carangiformes,Actinopteri,45,benthopelagic,3.68,LC,NA,Indian scad,Decapterus
Elagatis bipinnulata,Carangidae,pelagic,0.893428233,55659.46335,15267500,Carangiformes,Actinopteri,180,reef-associated,4.27,LC,NA,Rainbow runner,Elagatis
Gnathanodon speciosus,Carangidae,habitat_reef,0.706049385,5597.438488,13205000,Carangiformes,Actinopteri,120,reef-associated,6.63E-04,LC,NA,Golden trevally,Gnathanodon
Lichia amia,Carangidae,habitat_coastal,0.934625792,6692.697819,4077500,Carangiformes,Actinopteri,200,pelagic-neritic,4.5,LC,NA,Leerfish,Lichia
Megalaspis cordyla,Carangidae,pelagic,0.855472818,323579.9364,10982500,Carangiformes,Actinopteri,80,reef-associated,6.75E-04,LC,NA,Torpedo scad,Megalaspis
Naucrates ductor,Carangidae,pelagic,1.064734154,67.96813996,23690000,Carangiformes,Actinopteri,70,reef-associated,5.89E-04,LC,NA,Pilotfish,Naucrates
Parastromateus niger,Carangidae,habitat_coastal,1.069770735,170627.184,11080000,Carangiformes,Actinopteri,75,reef-associated,5.06E-04,LC,NA,Black pomfret,Parastromateus
Parona signata,Carangidae,habitat_coastal,0.934625792,3739.276221,365000,Carangiformes,Actinopteri,60,demersal,5.87E-04,NA,NA,Parona leatherjacket,Parona
Pseudocaranx dentex,Carangidae,habitat_coastal,0.381904298,24315.09685,4832500,Carangiformes,Actinopteri,122,reef-associated,3.92,LC,0.91857,White trevally,Pseudocaranx
Pseudocaranx dentex,Carangidae,habitat_coastal,0.381904298,24315.09685,4832500,Carangiformes,Actinopteri,122,reef-associated,3.92,LC,1.0178,White trevally,Pseudocaranx
Scomberoides commersonnianus,Carangidae,habitat_reef,0.911024365,22678.46262,10520000,Carangiformes,Actinopteri,120,reef-associated,7.53E-04,LC,NA,Talang queenfish,Scomberoides
Scomberoides lysan,Carangidae,habitat_reef,0.860570249,9.175311382,11030000,Carangiformes,Actinopteri,110,reef-associated,6.98E-04,LC,NA,Doublespotted queenfish,Scomberoides
Scomberoides tol,Carangidae,habitat_reef,0.911024365,279.9398237,11720000,Carangiformes,Actinopteri,60,reef-associated,4.11,LC,NA,Needlescaled queenfish,Scomberoides
Selar crumenophthalmus,Carangidae,pelagic,1.355871747,368036.904,19110000,Carangiformes,Actinopteri,70,reef-associated,3.81,LC,NA,Bigeye scad,Selar
Selaroides leptolepis,Carangidae,habitat_coastal,1.611950512,374978.549,8477500,Carangiformes,Actinopteri,22,reef-associated,3.84,LC,NA,Yellowstripe scad,Selaroides
Selene dorsalis,Carangidae,habitat_coastal,0.654916541,20264.77448,612500,Carangiformes,Actinopteri,40,demersal,7.05E-04,LC,NA,African moonfish,Selene
Selene peruviana,Carangidae,habitat_coastal,0.882477633,121.8886416,720000,Carangiformes,Actinopteri,40,benthopelagic,4.26,LC,NA,Peruvian moonfish,Selene
Selene setapinnis,Carangidae,habitat_coastal,0.895328391,11454.45638,3615000,Carangiformes,Actinopteri,60,benthopelagic,6.43E-04,LC,NA,Atlantic moonfish,Selene
Seriola dumerili,Carangidae,habitat_reef,0.450960773,25625.99829,21225000,Carangiformes,Actinopteri,190,reef-associated,4.5,LC,NA,Greater amberjack,Seriola
Seriola lalandi,Carangidae,habitat_reef,0.434484387,3829.661199,18980000,Carangiformes,Actinopteri,250,benthopelagic,4.16,LC,NA,Yellowtail amberjack,Seriola
Seriola rivoliana,Carangidae,pelagic,0.505844898,58.95087627,19202500,Carangiformes,Actinopteri,160,reef-associated,4.45,LC,NA,Longfin yellowtail,Seriola
Seriolina nigrofasciata,Carangidae,habitat_reef,0.934625792,7364.200794,11355000,Carangiformes,Actinopteri,70,reef-associated,7.20E-04,LC,NA,Blackbanded trevally,Seriolina
Trachinotus blochii,Carangidae,habitat_reef,0.842835464,91.9989765,9000000,Carangiformes,Actinopteri,110,reef-associated,6.46E-04,LC,NA,Snubnose pompano,Trachinotus
Trachinotus carolinus,Carangidae,habitat_coastal,0.842835464,882.2125221,2425000,Carangiformes,Actinopteri,64,benthopelagic,3.5,LC,NA,Florida pompano,Trachinotus
Trachinotus mookalee,Carangidae,habitat_coastal,0.842835464,485.224006,4482500,Carangiformes,Actinopteri,90,demersal,3.94,LC,NA,Indian pompano,Trachinotus
Trachurus capensis,Carangidae,pelagic,0.28187887,4582469.683,510000,Carangiformes,Actinopteri,60,pelagic-neritic,5.99E-04,LC,NA,Cape horse mackerel,Trachurus
Trachurus declivis,Carangidae,pelagic,0.289613477,147861.1578,1517500,Carangiformes,Actinopteri,64,benthopelagic,6.79E-04,LC,NA,Greenback horse mackerel,Trachurus
Trachurus japonicus,Carangidae,pelagic,0.601339121,3347546.264,525000,Carangiformes,Actinopteri,50,pelagic-neritic,5.87E-04,NT,NA,Japanese jack mackerel,Trachurus
Trachurus lathami,Carangidae,pelagic,0.704050364,4045.653756,2837500,Carangiformes,Actinopteri,40,reef-associated,3.99,LC,NA,Rough scad,Trachurus
Trachurus mediterraneus,Carangidae,pelagic,0.392946037,393887.0004,2082500,Carangiformes,Actinopteri,60,pelagic-oceanic,3.77,LC,NA,Mediterranean horse mackerel,Trachurus
Trachurus murphyi,Carangidae,pelagic,0.246772596,20768573.33,6805000,Carangiformes,Actinopteri,70,pelagic-oceanic,3.33,DD,NA,Chilean jack mackerel,Trachurus
Trachurus trachurus,Carangidae,pelagic,0.412444993,488326.9372,217500,Carangiformes,Actinopteri,70,pelagic-neritic,3.71,VU,NA,Atlantic horse mackerel,Trachurus
Trachurus trecae,Carangidae,pelagic,0.478731232,6008973.941,730000,Carangiformes,Actinopteri,35,benthopelagic,6.03E-04,LC,NA,Cunene horse mackerel,Trachurus
Carcharhinus brachyurus,Carcharhinidae,hms,0.068947601,57.31889037,8752500,Carcharhiniformes,Elasmobranchii,325,reef-associated,4.5,NT,NA,Copper shark,Carcharhinus
Carcharhinus falciformis,Carcharhinidae,hms,0.06680203,158702.9609,134877500,Carcharhiniformes,Elasmobranchii,350,reef-associated,4.51,VU,119173.5,Silky shark,Carcharhinus
Carcharhinus falciformis,Carcharhinidae,hms,0.06680203,158702.9609,134877500,Carcharhiniformes,Elasmobranchii,350,reef-associated,4.51,VU,276671,Silky shark,Carcharhinus
Carcharhinus limbatus,Carcharhinidae,hms,0.09856931,47.1140561,17640000,Carcharhiniformes,Elasmobranchii,275,reef-associated,4.37,NT,NA,Blacktip shark,Carcharhinus
Carcharhinus longimanus,Carcharhinidae,hms,0.092668397,11059.8223,189070000,Carcharhiniformes,Elasmobranchii,400,pelagic-oceanic,4.16,VU,NA,Oceanic whitetip shark,Carcharhinus
Carcharhinus sorrah,Carcharhinidae,hms,0.181139577,382248.1056,11227500,Carcharhiniformes,Elasmobranchii,160,reef-associated,4.15,NT,39.83,Spot-tail shark,Carcharhinus
Carcharhinus sorrah,Carcharhinidae,hms,0.181139577,382248.1056,11227500,Carcharhiniformes,Elasmobranchii,160,reef-associated,4.15,NT,40,Spot-tail shark,Carcharhinus
Galeocerdo cuvier,Carcharhinidae,hms,0.076209514,190.8948017,17272500,Carcharhiniformes,Elasmobranchii,750,benthopelagic,4.54,NT,6.3,Tiger shark,Galeocerdo
Prionace glauca,Carcharhinidae,hms,0.055184365,336291.1917,183387500,Carcharhiniformes,Elasmobranchii,400,pelagic-oceanic,4.35,NT,NA,Blue shark,Prionace
Cerastoderma edule,Cardiidae,sedentary,0.49,210525.2816,2180000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spicara maena,Centracanthidae,habitat_coastal,0.660701605,2117.446045,1555000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centriscops humerosus,Centriscidae,habitat_benthic,0.865629066,171.3204948,2030000,Syngnathiformes,Actinopteri,30,bathydemersal,6.17E-04,LC,NA,Banded yellowfish,Centriscops
Hyperoglyphe antarctica,Centrolophidae,habitat_reef,0.180500329,27020.87046,2662500,Scombriformes,Actinopteri,140,benthopelagic,6.82E-04,NA,NA,Bluenose warehou,Hyperoglyphe
Hyperoglyphe bythites,Centrolophidae,habitat_coastal,0.291890177,80.86603079,77500,Scombriformes,Actinopteri,60,pelagic-oceanic,NA,LC,NA,Black driftfish,Hyperoglyphe
Psenopsis anomala,Centrolophidae,habitat_coastal,0.702069919,43667.43993,1332500,Scombriformes,Actinopteri,30,benthopelagic,6.91E-04,LC,NA,Pacific rudderfish,Psenopsis
Seriolella brama,Centrolophidae,habitat_coastal,0.250259896,10298.25278,1212500,Scombriformes,Actinopteri,76,benthopelagic,6.44E-04,NA,NA,Common warehou,Seriolella
Seriolella caerulea,Centrolophidae,habitat_coastal,0.332338521,24687.53843,1385000,Scombriformes,Actinopteri,65,pelagic-neritic,5.53E-04,LC,NA,White warehou,Seriolella
Seriolella porosa,Centrolophidae,habitat_coastal,0.319065467,63803.72084,62500,Scombriformes,Actinopteri,44,benthopelagic,5.87E-04,NA,NA,Choicy ruff,Seriolella
Seriolella punctata,Centrolophidae,migratory,0.261217826,175252.098,1765000,Scombriformes,Actinopteri,66,benthopelagic,6.10E-04,NA,NA,Silver warehou,Seriolella
Centrophorus granulosus,Centrophoridae,deep,0.044154607,900.9252335,11912500,Squaliformes,Elasmobranchii,170,bathydemersal,4.11,NA,NA,Gulper shark,Centrophorus
Centrophorus squamosus,Centrophoridae,deep,0.030579908,24156.64543,7857500,Squaliformes,Elasmobranchii,164,bathydemersal,4.47,VU,NA,Leafscale gulper shark,Centrophorus
Centropomus undecimalis,Centropomidae,habitat_coastal,0.641889095,17095.64486,2412500,Carangaria/misc,Actinopteri,140,reef-associated,4.17,LC,216.43,Common snook,Centropomus
Centropomus undecimalis,Centropomidae,habitat_coastal,0.641889095,17095.64486,2412500,Carangaria/misc,Actinopteri,140,reef-associated,4.17,LC,224.82,Common snook,Centropomus
Cepola macrophthalma,Cepolidae,sedentary,0.662762944,468.7347157,2435000,Eupercaria/misc,Actinopteri,80,demersal,5.41E-04,LC,NA,Red bandfish,Cepola
Champsocephalus gunnari,Channichthyidae,habitat_coastal,0.302585645,19590.15602,492500,Perciformes/Notothenioidei,Actinopteri,66,benthopelagic,3.23,NA,NA,Mackerel icefish,Champsocephalus
Channichthys rhinoceratus,Channichthyidae,habitat_coastal,0.239394719,856.1592368,250000,Perciformes/Notothenioidei,Actinopteri,60,demersal,5.61E-04,NA,NA,Unicorn icefish,Channichthys
Cheilodactylus variegatus,Cheilodactylidae,habitat_coastal,0.331364212,8316.033841,160000,Centrarchiformes,Actinopteri,44,benthopelagic,3.65,NA,NA,Peruvian morwong,Cheilodactylus
Nemadactylus macropterus,Cheilodactylidae,habitat_coastal,0.107300156,51515.11606,1212500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chimaera monstrosa,Chimaeridae,deep,0.115992732,294.9495138,2207500,Chimaeriformes,Holocephali,150,bathydemersal,3.52,NT,NA,Rabbit fish,Chimaera
Hydrolagus novaezealandiae,Chimaeridae,deep,0.191783416,74948.21149,645000,Chimaeriformes,Holocephali,96,bathydemersal,6.08E-04,LC,NA,Dark ghost shark,Hydrolagus
Chirocentrus dorab,Chirocentridae,habitat_coastal,0.401375297,53429.31708,10000000,Clupeiformes,Actinopteri,100,reef-associated,7.60E-04,LC,NA,Dorab wolf-herring,Chirocentrus
Chirocentrus nudus,Chirocentridae,habitat_coastal,0.269567229,75935.1946,9657500,Clupeiformes,Actinopteri,100,pelagic-neritic,7.24E-04,LC,NA,Whitefin wolf-herring,Chirocentrus
Alosa fallax,Clupeidae,migratory,0.806181057,40.65587962,2272500,Clupeiformes,Actinopteri,60,pelagic-neritic,4.03,LC,NA,Twaite shad,Alosa
Amblygaster sirm,Clupeidae,habitat_coastal,1.416628191,71364.80881,9910000,Clupeiformes,Actinopteri,27,reef-associated,4.99E-04,LC,NA,Spotted sardinella,Amblygaster
Anodontostoma chacunda,Clupeidae,habitat_coastal,1.401207267,116060.5257,8597500,Clupeiformes,Actinopteri,22,pelagic-neritic,4.91E-04,LC,NA,Chacunda gizzard shad,Anodontostoma
Brevoortia aurea,Clupeidae,habitat_coastal,0.938769682,7670.443707,317500,Clupeiformes,Actinopteri,34.40000153,pelagic-neritic,4.75E-04,LC,NA,Brazilian menhaden,Brevoortia
Brevoortia patronus,Clupeidae,habitat_coastal,0.843108206,1954287.689,485000,Clupeiformes,Actinopteri,35,pelagic-neritic,3.78E-04,LC,NA,Gulf menhaden,Brevoortia
Brevoortia tyrannus,Clupeidae,migratory,0.724306854,1525972.93,335000,Clupeiformes,Actinopteri,50,pelagic-neritic,3.23,LC,NA,Atlantic menhaden,Brevoortia
Clupanodon thrissa,Clupeidae,habitat_coastal,1.165208538,44142.96182,1225000,Clupeiformes,Actinopteri,26,pelagic-neritic,NA,LC,NA,Chinese gizzard shad,Clupanodon
Clupea pallasii,Clupeidae,habitat_coastal,0.56,2246850.522,5050000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clupeonella cultriventris,Clupeidae,migratory,0.907898346,126214.606,270000,Clupeiformes,Actinopteri,14.5,pelagic-neritic,3,LC,NA,Black and Caspian Sea sprat,Clupeonella
Ethmalosa fimbriata,Clupeidae,habitat_coastal,0.690830323,740713.1501,467500,Clupeiformes,Actinopteri,46,pelagic-neritic,4.25E-04,LC,NA,Bonga shad,Ethmalosa
Ethmidium maculatum,Clupeidae,habitat_coastal,1.165208538,32220.37839,310000,Clupeiformes,Actinopteri,31.20000076,pelagic-neritic,2.07,DD,NA,Pacific menhaden,Ethmidium
Hilsa kelee,Clupeidae,habitat_coastal,1.080199315,59083.71456,6355000,Clupeiformes,Actinopteri,35,pelagic-neritic,4.92E-04,NA,NA,Kelee shad,Hilsa
Konosirus punctatus,Clupeidae,habitat_coastal,0.792958456,134189.8396,495000,Clupeiformes,Actinopteri,32,pelagic-neritic,5.08E-04,LC,NA,Dotted gizzard shad,Konosirus
Nematalosa nasus,Clupeidae,habitat_coastal,1.124180083,1490.27369,3562500,Clupeiformes,Actinopteri,25.5,pelagic-neritic,3.82E-04,LC,NA,Bloch's gizzard shad,Nematalosa
Opisthonema libertate,Clupeidae,habitat_coastal,0.701094271,579556.2461,520000,Clupeiformes,Actinopteri,30,pelagic-neritic,4.99E-04,LC,NA,Pacific thread herring,Opisthonema
Sardinella brasiliensis,Clupeidae,habitat_coastal,0.788212212,249674.3961,2745000,Clupeiformes,Actinopteri,27,pelagic-neritic,5.35E-04,DD,NA,Brazilian sardinella,Sardinella
Sardinella gibbosa,Clupeidae,habitat_coastal,1.234370494,582774.7402,11190000,Clupeiformes,Actinopteri,29.60000038,pelagic-neritic,4.92E-04,LC,NA,Goldstripe sardinella,Sardinella
Sardinella lemuru,Clupeidae,habitat_coastal,1.196835699,119056.7228,6505000,Clupeiformes,Actinopteri,23,pelagic-neritic,4.28E-04,NT,NA,Bali sardinella,Sardinella
Sardinella longiceps,Clupeidae,migratory,1.069202758,1566716.714,567500,Clupeiformes,Actinopteri,23,pelagic-neritic,4.16E-04,LC,NA,Indian oil sardine,Sardinella
Sardinella maderensis,Clupeidae,migratory,0.810888202,752685.4111,1292500,Clupeiformes,Actinopteri,30,pelagic,5.53E-04,VU,NA,Madeiran sardinella,Sardinella
Sardinella zunasi,Clupeidae,habitat_coastal,0.938471573,13365.10594,567500,Clupeiformes,Actinopteri,18,pelagic-neritic,3.17,LC,NA,Japanese sardinella,Sardinella
Sprattus fuegensis,Clupeidae,habitat_coastal,0.593471516,12980.05344,282500,Clupeiformes,Actinopteri,18,pelagic-neritic,4.49E-04,LC,NA,Falkland sprat,Sprattus
Sprattus sprattus,Clupeidae,migratory,0.475566882,1598196.411,1992500,Clupeiformes,Actinopteri,16,pelagic-neritic,5.20E-04,LC,NA,European sprat,Sprattus
Sprattus sprattus,Clupeidae,migratory,0.475566882,1598196.411,1992500,Clupeiformes,Actinopteri,16,pelagic-neritic,NA,LC,NA,European sprat,Sprattus
Tenualosa ilisha,Clupeidae,migratory,1.644075154,1062830.659,1715000,Clupeiformes,Actinopteri,60,pelagic-neritic,4.99E-04,LC,NA,Hilsa shad,Tenualosa
Tenualosa toli,Clupeidae,habitat_coastal,2.001580709,7197.743231,2412500,Clupeiformes,Actinopteri,60,pelagic-neritic,4.28E-04,VU,NA,Toli shad,Tenualosa
Conger conger,Congridae,habitat_benthic,0.208342505,123532.8338,3262500,Anguilliformes,Actinopteri,300,demersal,4.31,LC,6.04E-04,European conger,Conger
Conger myriaster,Congridae,habitat_benthic,0.269522379,265480.4857,1475000,Anguilliformes,Actinopteri,100,bathydemersal,6.87E-04,LC,NA,Whitespotted conger,Conger
Conger oceanicus,Congridae,territorial,0.269522379,485.7036385,1605000,Anguilliformes,Actinopteri,230,demersal,4.5,LC,NA,American conger,Conger
Coryphaena hippurus,Coryphaenidae,hms,0.795560345,293986.8201,197602500,Carangiformes,Actinopteri,210,pelagic-neritic,4.37,LC,NA,Common dolphinfish,Coryphaena
Scorpaenichthys marmoratus,Cottidae,habitat_benthic,0.3221761,2570.023043,410000,Perciformes/Cottoidei,Actinopteri,99,demersal,6.25E-04,NA,0.003297,Cabezon,Scorpaenichthys
Cyclopterus lumpus,Cyclopteridae,migratory,0.14428799,195061.7514,4235000,Perciformes/Cottoidei,Actinopteri,61,benthopelagic,3.89,NA,NA,Lumpfish,Cyclopterus
Cyttus traversi,Cyttidae,habitat_deep,0.43137965,2574.854885,1740000,Zeiformes,Actinopteri,54,bathydemersal,6.79E-04,NA,NA,King dory,Cyttus
Dalatias licha,Dalatiidae,deep,0.129505952,7554.000327,19080000,Squaliformes,Elasmobranchii,182,bathydemersal,4.23,VU,NA,Kitefin shark,Dalatias
Dasyatis americana,Dasyatidae,habitat_benthic,0.540493435,8624.689406,2182500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dasyatis pastinaca,Dasyatidae,habitat_benthic,0.526833271,9.270485116,3067500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Himantura gerrardi,Dasyatidae,habitat_benthic,0.400157417,873.2363439,7215000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tragulichthys jaculiferus,Diodontidae,habitat_benthic,0.824040474,36.2166677,1675000,Tetraodontiformes,Actinopteri,30,reef-associated,6.05E-04,NA,NA,Longspine burrfish,Tragulichthys
Drepane africana,Drepaneidae,habitat_coastal,0.477805346,20718.22779,545000,Acanthuriformes,Actinopteri,45,benthopelagic,5.35E-04,LC,NA,African sicklefish,Drepane
Drepane punctata,Drepaneidae,habitat_coastal,0.537312901,12343.76467,9855000,Acanthuriformes,Actinopteri,50,reef-associated,5.73E-04,NA,NA,Spotted sicklefish,Drepane
Dussumieria acuta,Dussumieriidae,habitat_coastal,0.8976476,166890.2184,3960000,Clupeiformes,Actinopteri,20,pelagic-neritic,5.87E-04,LC,NA,Rainbow sardine,Dussumieria
Dussumieria elopsoides,Dussumieriidae,habitat_coastal,0.787176662,749.7783262,9642500,Clupeiformes,Actinopteri,20,pelagic-neritic,5.87E-04,LC,NA,Slender rainbow sardine,Dussumieria
Etrumeus whiteheadi,Dussumieriidae,habitat_coastal,0.423849558,402624.5557,227500,Clupeiformes,Actinopteri,22,pelagic-neritic,5.87E-04,LC,NA,Whitehead's round herring,Etrumeus
Eledone cirrhosa,Eledonidae,habitat_benthic,0.54,4542.333333,2702500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eleginops maclovinus,Eleginopsidae,habitat_coastal,0.185246372,20908.65242,855000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elops lacerta,Elopidae,habitat_coastal,0.593623907,10312.44854,542500,Elopiformes,Actinopteri,100,pelagic-neritic,7.32E-04,LC,NA,West African ladyfish,Elops
Elops saurus,Elopidae,habitat_coastal,0.57364079,2233.495287,7810000,Elopiformes,Actinopteri,100,reef-associated,3.49,LC,NA,Ladyfish,Elops
Plagiogeneion rubiginosum,Emmelichthyidae,deep,0.467322973,3246.226032,1440000,Eupercaria/misc,Actinopteri,60,bathydemersal,5.87E-04,NA,NA,Rubyfish,Plagiogeneion
Anchoa nasus,Engraulidae,habitat_coastal,1.296884333,7225.316677,865000,Clupeiformes,Actinopteri,17,pelagic-neritic,3.33,LC,NA,Longnose anchovy,Anchoa
Cetengraulis edentulus,Engraulidae,habitat_coastal,0.508114702,7724.578696,1587500,Clupeiformes,Actinopteri,18.20000076,pelagic-neritic,3.64E-04,LC,NA,Atlantic anchoveta,Cetengraulis
Cetengraulis mysticetus,Engraulidae,habitat_coastal,0.827513259,1118371.615,595000,Clupeiformes,Actinopteri,22,pelagic-neritic,4.27E-04,LC,NA,Pacific anchoveta,Cetengraulis
Encrasicholina punctifer,Engraulidae,pelagic,1.630046044,1435.9987,8592500,Clupeiformes,Actinopteri,13,reef-associated,3.29,LC,NA,Buccaneer anchovy,Encrasicholina
Engraulis anchoita,Engraulidae,migratory,0.639382033,3526933.356,967500,Clupeiformes,Actinopteri,17,pelagic-neritic,4.34E-04,NT,NA,Argentine anchovy,Engraulis
Epigonus telescopus,Epigonidae,habitat_deep,0.097286004,27383.17839,8827500,Acropomatiformes,Actinopteri,75,bathydemersal,3.59,LC,NA,Black cardinal fish,Epigonus
Etmopterus spinax,Etmopteridae,deep,0.042138731,193.8359265,4395000,Squaliformes,Elasmobranchii,60,bathydemersal,4.14,LC,NA,Velvet belly,Etmopterus
Fistularia corneta,Fistulariidae,habitat_reef,0.858533703,2562.317579,792500,Syngnathiformes,Actinopteri,106,pelagic-neritic,7.77E-04,LC,NA,Pacific cornetfish,Fistularia
Boreogadus saida,Gadidae,migratory,0.37076155,272362.6872,4780000,Gadiformes,Actinopteri,40,demersal,3.12,NA,NA,Polar cod,Boreogadus
Eleginus gracilis,Gadidae,habitat_coastal,0.307311992,285654.0008,3077500,Gadiformes,Actinopteri,55,demersal,4.1,NA,NA,Saffron cod,Eleginus
Gadiculus argenteus,Gadidae,habitat_deep,0.917086686,159.7449863,1740000,Gadiformes,Actinopteri,15.25,pelagic-oceanic,3.6,NA,NA,Silvery pout,Gadiculus
Gadus macrocephalus,Gadidae,habitat_deep,0.254822292,6522800.569,2920000,Gadiformes,Actinopteri,119,demersal,3.78,NA,NA,Pacific cod,Gadus
Gadus macrocephalus,Gadidae,habitat_deep,0.254822292,6522800.569,2920000,Gadiformes,Actinopteri,119,demersal,4.16,NA,NA,Pacific cod,Gadus
Gadus ogac,Gadidae,habitat_coastal,0.384594927,13904.11477,3275000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merlangius merlangus,Gadidae,migratory,0.396282595,1703782.33,2155000,Gadiformes,Actinopteri,91.5,benthopelagic,4.36,LC,NA,Whiting,Merlangius
Microgadus tomcod,Gadidae,habitat_coastal,0.46107757,1410.13149,632500,Gadiformes,Actinopteri,38.09999847,demersal,6.58E-04,LC,NA,Atlantic tomcod,Microgadus
Micromesistius australis,Gadidae,migratory,0.138834909,4803885.609,1522500,Gadiformes,Actinopteri,90,benthopelagic,5.77E-04,NA,NA,Southern blue whiting,Micromesistius
Pollachius pollachius,Gadidae,habitat_coastal,0.437336923,77783.54454,1365000,Gadiformes,Actinopteri,130,benthopelagic,4.32,LC,0.00905641,Pollack,Pollachius
Pollachius virens,Gadidae,migratory,0.292771348,6187928.593,1737500,Gadiformes,Actinopteri,130,demersal,4.31,NA,0.04451615,Saithe,Pollachius
Trisopterus esmarkii,Gadidae,migratory,0.615787528,999790.3889,1107500,Gadiformes,Actinopteri,35,benthopelagic,3.24,LC,NA,Norway pout,Trisopterus
Trisopterus luscus,Gadidae,habitat_coastal,0.880553021,61292.12745,1130000,Gadiformes,Actinopteri,46,benthopelagic,3.73,NA,NA,Pouting,Trisopterus
Trisopterus minutus,Gadidae,habitat_benthic,0.709260995,6807.29384,1602500,Gadiformes,Actinopteri,40,benthopelagic,3.73,NA,NA,Poor cod,Trisopterus
Lepidocybium flavobrunneum,Gempylidae,migratory,0.41595686,2435.848754,14260000,Scombriformes,Actinopteri,200,benthopelagic,7.50E-04,LC,NA,Escolar,Lepidocybium
Promethichthys prometheus,Gempylidae,habitat_deep,0.2825668,204.2702824,16325000,Scombriformes,Actinopteri,100,benthopelagic,7.22E-04,LC,NA,Roudi escolar,Promethichthys
Rexea solandri,Gempylidae,migratory,0.234913051,53157.31914,1292500,Scombriformes,Actinopteri,110,benthopelagic,7.44E-04,NA,NA,Silver gemfish,Rexea
Ruvettus pretiosus,Gempylidae,migratory,0.41595686,59440.96218,13672500,Scombriformes,Actinopteri,300,benthopelagic,7.22E-04,LC,NA,Oilfish,Ruvettus
Thyrsites atun,Gempylidae,habitat_coastal,0.349062752,709214.8872,2655000,Scombriformes,Actinopteri,200,benthopelagic,3.63,NA,NA,Snoek,Thyrsites
Diapterus auratus,Gerreidae,habitat_coastal,1.366610205,1378.245233,2477500,Eupercaria/misc,Actinopteri,42.79999924,demersal,2.44,LC,NA,Irish mojarra,Diapterus
Gerres nigri,Gerreidae,habitat_benthic,1.495810086,1825.975119,572500,Eupercaria/misc,Actinopteri,20,benthopelagic,5.51E-04,LC,NA,Guinean striped mojarra,Gerres
Gerres oblongus,Gerreidae,habitat_reef,1.495810086,14.31732558,9027500,Eupercaria/misc,Actinopteri,30,reef-associated,6.05E-04,LC,NA,Slender silver-biddy,Gerres
Gerres oyena,Gerreidae,habitat_coastal,1.594337758,563.1579604,8420000,Eupercaria/misc,Actinopteri,30,reef-associated,4.70E-04,LC,NA,Common silver-biddy,Gerres
Chaceon affinis,Geryonidae,habitat_benthic,0.42,3170.457143,3197500,NA,NA,NA,NA,NA,NA,NA,NA,NA
